sampleID	x	y
83MA1N023	-93.87822183	36.04501449
83MA1N024	-93.82217449	36.10613163
83MA1P001	-92.82069738	36.21572645
83MA2N022	-93.72457639	36.01078121
83MA2N023	-93.58017165	36.06019759
83MA2N026	-93.82204087	36.02605637
83MA2N027	-93.76384953	36.08226584
83MA2N029	-93.67389183	36.04132441
83MA2N036	-93.68385233	36.18264128
83MA2N037	-93.67389593	36.09128011
83MA2N038	-93.74805233	36.11236026
83MA2N045	-93.70085063	36.29423451
83MA2N050	-93.53193295	35.88098757
83MA2N055	-93.70119427	35.77311697
83MA2N056	-93.50768746	35.96164101
83MA2P058	-93.72642513	36.11152868
83MA2P059	-93.4586336	36.07407653
83MA2P060	-93.67269509	36.04118688
83MI3U006	-93.86517885	33.34457729
83MI3U007	-93.86078383	33.55044689
83MI3U008	-93.99126269	33.27323852
83MI3U009	-93.99126269	33.27323852
83MI3U010	-94.02803545	33.03311855
83MI3U011	-93.98918578	33.25664123
83MI3U012	-93.89267168	33.35758716
83MI5N013	-93.95376942	33.43303934
83ML2N001	-93.80717418	33.31122575
83ML2N002	-93.953888	33.51752123
83ML2N003	-93.953888	33.51752123
83ML2N004	-93.953888	33.51752123
83ML2N005	-93.953888	33.51752123
83MN2N001	-91.38427145	34.65165251
83MN2N004	-91.37604478	34.5771733
83MN2N005	-91.31345096	34.83847872
83MN2N006	-91.41497401	34.65229901
83MN2N007	-91.23920194	34.89989022
83MN2N008	-91.17893056	34.88724501
83MN2N009	-91.37395507	34.62007416
83MN2N010	-91.19723781	34.90820075
83MN2N011	-91.17421613	34.97066204
83MN2N012	-91.20904761	34.69243765
83MN3N013	-91.19755453	34.9027237
83MO3N001	-93.54666105	34.63249286
83MO3N002	-93.55036382	34.38457984
83MR1N001	-92.55003753	36.09398909
83MR1N002	-92.64685779	36.12655376
83MR1N003	-92.74400934	36.2630088
83MR1N004	-92.74426611	36.19785383
83MR1N005	-92.71628904	36.20155931
83MR1N006	-92.77572569	36.32135757
83MR1N007	-92.80451912	36.25653264
83MR1N008	-92.84349256	36.14377738
83MR1N009	-92.84546315	36.26102819
83MR1N010	-92.82941456	36.25407343
83MR1N011	-92.79971641	36.34997906
83MR1N012	-92.79773751	36.35240087
83MR1N013	-92.79542517	36.34590584
83MR1N014	-92.82490849	36.24816173
83MR1N015	-92.87310395	36.1923799
83MR1N016	-92.5796485	36.08435061
83MR1N017	-92.60483626	36.33503288
83MR2N018	-92.56702202	36.47706342
83MR2N020	-92.68410715	36.26820278
83MR2N022	-92.6710486	36.15907909
83MR2N027	-92.78005932	36.14258679
83MR2N028	-92.47913335	36.23499407
83MR2N029	-92.60754107	36.30004401
83MR2N037	-92.68684146	36.47513913
83MR2N041	-92.62710927	36.39600304
83MR2N044	-92.53440735	36.12608833
83MR2N050	-92.72838819	36.36324409
83MR2N051	-92.81953969	36.43343859
83MR2N052	-92.86262155	36.36683657
83MR2N053	-92.86280038	36.36656631
83MR2N054	-92.80700423	36.45857155
83MR2N060	-92.864509	36.454702
83MR2N061	-92.46420436	36.074081
83MR3N068	-92.7138954	36.23573168
83MR3N069	-92.8613761	36.23924807
83MR3N070	-92.5803556	36.32470797
83MR3N071	-92.5803556	36.32470797
83MR3N072	-92.69502299	36.21812274
83MS2N001	-89.98062173	35.64139426
83MS3N002	nan	nan
83MS4N003	-90.13527903	35.89415986
83MS5N004	-90.14123345	35.96011136
83NE3N001	-93.36552796	33.73312472
83NE3N014	-93.2828549	33.72812863
83NE3U002	-93.21060454	33.72649618
83NE3U003	-93.24870069	33.57779469
83NE3U004	-93.21060454	33.72649618
83NE3U005	-93.24870069	33.57779469
83NE3U006	-93.27222202	33.585278
83NE3U007	-93.13071265	33.56653877
83NE3U008	-93.13071265	33.56653877
83NE3U009	-93.27545	33.73488276
83NE3U010	-93.27545	33.73488276
83NE3U011	-93.28288696	33.72802934
83NE3U012	-93.27585729	33.73397091
83NE3U013	-93.2828549	33.72812863
83NE5N015	nan	nan
83NW1N001	-93.13355548	36.07258958
83NW1N002	-93.11221909	36.07857091
83NW1N003	-93.13281109	36.07240107
83NW1N004	-93.13281109	36.07240107
83NW1N005	-93.13605989	36.07587754
83NW1N006	-93.10187291	36.03074201
83NW1N007	-93.10037777	36.02460345
83NW1N008	-93.10037777	36.02460345
83NW1N009	-93.1235941	36.05858965
83NW1N010	-93.11828093	36.05480835
83NW1N011	-93.10857564	36.05392496
83NW1N012	-93.09683551	36.05945272
83NW1N013	-93.0970902	36.05888452
83NW1N014	-93.12290631	36.05899607
83NW1N015	-93.08594136	36.05816275
83NW1N016	-93.1059899	36.10450603
83NW1N017	-93.15601726	36.10391038
83NW1N021	-93.40067489	35.95823226
83NW1N023	-93.41219562	35.96866975
83NW1N024	-93.41517505	35.97002088
83NW1N026	-93.41510936	35.9701834
83NW1N027	-93.27097273	36.02968574
83NW1N029	-93.38540944	35.95463981
83NW1N032	-93.42848778	35.99322607
83NW1N040	-93.33616285	36.00944238
83NW1N041	-93.14993881	36.10322393
83NW1N042	-93.33220249	36.02822445
83NW1N043	-93.34789266	35.96663745
83NW1N048	-93.22977083	36.07916053
83NW1N058	-93.41384366	36.07605172
83NW1N064	-93.27278185	36.01999858
83NW1N065	-92.98678633	35.99447743
83NW1N066	-93.08686473	35.98899205
83NW1N067	-93.36602828	36.10869102
83NW1N068	-93.41924011	35.96061216
83NW1N069	-93.41885492	35.96117249
83NW1N070	-93.41838408	35.95810872
83NW1N071	-93.38379955	35.95652029
83NW1N072	-93.07720968	36.00825671
83NW1N073	-93.04834009	36.01414119
83NW1N074	-93.19187291	35.98194582
83NW1N075	-93.00219599	35.96755644
83NW1N076	-93.0032608	35.9699186
83NW1N077	-93.21084364	35.8281179
83NW1N078	-93.23526258	35.87532619
83NW1N079	-93.11167319	35.7777961
83NW1N080	-93.18728998	35.93900089
83NW1N081	-93.32203798	35.96331962
83NW1N082	-93.17110546	35.98631391
83NW1N083	-93.20685863	35.9561713
83NW1N084	-93.16119572	35.82074736
83NW1N085	-93.40769835	35.81632316
83NW1N086	-93.4691936	35.7340155
83NW1N087	-93.05381354	35.80498385
83NW1N088	-93.03725564	35.82891917
83NW1N089	-93.04905638	35.79049678
83NW1N090	-93.07132747	35.78475129
83NW1N091	-93.31744913	35.8529575
83NW1N092	-93.22174654	35.85112556
83NW1N093	-93.23462263	35.82732549
83NW1N094	-93.23818268	35.97364028
83NW1N095	-93.23715584	35.92326092
83NW1N096	-93.23720112	35.92357639
83NW1N097	-93.23667891	35.82259698
83NW1N098	-93.31851759	35.98145106
83NW1P002	-93.13148519	36.07646867
83NW1P011	-93.29755078	36.0194348
83NW1P013	-93.1812949	36.05661393
83NW1P014	-93.40840516	36.04233331
83NW1P016	-93.2414313	36.01691925
83NW1P017	-93.22819519	36.0873589
83NW1P019	-93.25847502	36.05695922
83NW1P021	-93.26508688	36.03207006
83NW1P022	-93.18290858	36.09657859
83NW1P023	-93.2983171	36.07843251
83NW1P024	-93.3716329	36.06489326
83NW1P027	-93.1992728	35.99556587
83NW1P028	-93.37195506	36.05076451
83NW1P029	-93.13752592	36.10140862
83NW1P030	-93.25146778	36.0531424
83NW1P031	-93.27924941	36.00036511
83NW1P032	-93.10659333	36.07417632
83NW1P034	-93.41178578	35.96877033
83NW1P035	-93.38262898	35.95753381
83NW1P036	-93.39968525	35.9621034
83NW1P041	-93.18548876	36.05525514
83NW1P042	-93.17401109	36.04146005
83NW1P044	-93.14993881	36.10322393
83NW1P045	-93.14896281	36.10410869
83NW1P046	-93.16631541	36.10881013
83NW1P048	-93.21029903	36.10753289
83NW1P049	-93.21029903	36.10753289
83NW1P050	-93.13875802	36.04389524
83NW1P051	-93.16917119	36.02079355
83NW1P052	-93.17669073	36.01354294
83NW1P053	-93.10923047	36.07784339
83NW1P068	-93.23702398	35.92364887
83NW1P069	-93.01509862	35.81348824
83NW1P070	-93.33675406	35.96318005
83NW1P071	-93.30328883	36.00214599
83NW1P072	-93.20492348	36.02263113
83NW1P073	-93.35727076	35.98777027
83NW1P074	-93.36585327	36.10928659
83NW1P075	-93.33414326	36.04098549
83NW1P076	-93.05283109	36.0588581
83NW1P077	-93.3632401	35.95651215
83NW1P078	-93.12638331	36.05302396
83NW1P079	-93.29706346	35.86861652
83NW1P080	-93.20080421	35.99569855
83NW1P081	-93.18106004	36.01707968
83NW2N148	-93.38038321	35.78251185
83NW2N152	-93.35348383	35.91717749
83NW2N162	-93.1783152	35.77827476
83NW2N164	-93.17471091	35.86540358
83NW2N175	-92.96111279	36.10861271
83NW2N177	-93.02707165	35.86679884
83NW2N191	-93.51630913	35.8327027
83NW2N193	-93.4475308	35.86036937
83NW2N209	-92.94914544	35.81641772
83NW2N212	-92.99411498	35.91074627
83NW2N213	-93.10020015	35.91046118
83NW2N226	-92.96543272	36.06267846
83NW2P217	-93.36694753	35.90932021
83NW2P218	-93.41667297	35.84118591
83NW2P219	-93.3178822	35.98067737
83NW2P220	-93.3178822	35.98067737
83NW2P221	-92.97851772	35.96509317
83NW2P222	-93.34242403	35.74234132
83NW2P223	-93.36868798	35.90942307
83NW2P228	-93.35925913	36.05998131
83NW2P229	-93.36910633	36.06387327
83NW2P230	-93.39614845	36.10459224
83NW2P231	-93.41183841	35.83346675
83NW2P232	-93.17693715	35.84091245
83NW2P233	-93.17573503	35.86067763
83NW2P234	-93.13625329	35.78133219
83NW2P235	-93.11397466	36.00051879
83NW2P236	-93.03490449	35.88045626
83NW2P237	-93.07222345	35.96869779
83NW2P238	-93.0727382	35.96883272
83NW2P239	-92.99240164	35.82867225
83NW2P240	-92.94742627	35.96731053
83NW2P241	-93.40438801	35.77450828
83NW5P324	nan	nan
83OU2N001	-92.76767195	33.46734555
83OU2N002	-92.82820824	33.55964274
83OU2N004	-92.60850841	33.7406754
83OU2N005	-92.89742648	33.54179755
83OU2N007	-92.81289939	33.574602
83OU2N008	-92.76712367	33.63176191
83OU2N009	-92.80385218	33.4583433
83OU2N010	-92.74714065	33.60341062
83OU3N014	-92.71972642	33.68448106
83OU3N015	-92.98245234	33.38890072
83OU3N017	-92.82694755	33.45154977
83OU3N018	-92.8501898	33.50739374
83OU3N019	nan	nan
83OU3U021	-92.9822777	33.50753717
83PE2N017	-93.15340513	34.9558071
83PE2N018	-92.79526661	35.02319989
83PE2N020	-92.88812607	34.98939746
83PE3N024	-93.09676334	34.85840347
83PE3N025	-92.89631346	34.98757419
83PE3N21	-93.30569433	34.86765249
83PE3N22	-92.65093661	35.06878676
83PE3N23	-93.05486521	34.95961581
83PH2N001	-91.02229423	34.59293317
83PH2N002	-91.0096442	34.59397164
83PH2N003	-90.71105106	34.4765536
83PH2N004	-90.58911095	34.54422056
83PH2N005	-90.84562077	34.32223966
83PH2N006	-90.60946464	34.52931296
83PH3N007	-90.62545142	34.57432297
83PH3N008	-90.76027718	34.54138725
83PH3N009	-90.72481495	34.53932493
83PI3N002	-93.50386762	34.22730184
83PI3N003	-93.64265092	34.11469794
83PI3N004	-93.91080263	34.21848859
83PI3N005	-93.7330261	34.04418097
83PI3N006	-93.68876882	34.07490168
83PI3N007	-93.61990317	34.15639927
83PI3N008	-93.71632944	34.03110322
83PI5N009	nan	nan
83PI5N010	nan	nan
83PK2N001	-93.77059933	34.20686916
83PL2N001	-94.04810669	34.61082789
83PL3N002	-94.34307998	34.30884961
83PL3N003	-94.24802991	34.58356277
83PN2N001	-90.70957237	35.65191253
83PN2N002	-90.70066709	35.56721684
83PN2N003	-90.71935543	35.63217696
83PO3N004	-90.71643009	35.63564605
83PO3N005	-90.6803498	35.56552937
83PO3N006	-90.30009227	35.51110866
83PO3N007	nan	nan
83PO3N008	-90.55654977	35.3936908
83PO3N009	-90.72253845	35.59664909
83PO3N010	nan	nan
83PO3N011	nan	nan
83PO3N012	-90.73220309	35.45143003
83PO3N013	-90.80060629	35.57870987
83PO3N014	-90.66110348	35.62830116
83PO5N015	-90.43957507	35.58053764
83PO5N016	-90.39501914	35.63879207
83PO5N017	-90.6689853	35.49508036
83PP1N002	-93.17916979	35.36806459
83PP1N003	-93.22925405	35.31634013
83PP1N004	-93.18940232	35.28096337
83PP1N006	-93.22925405	35.31634013
83PP1N007	-93.2386352	35.31536618
83PP1N008	-93.23865723	35.31537515
83PP1N009	-93.23858059	35.31550154
83PP1N010	-93.22578211	35.30605831
83PP1N011	-93.22578211	35.30605831
83PP1N012	-93.22578211	35.30605831
83PP1N013	-93.22999723	35.30683485
83PP1N014	-93.17756243	35.36799483
83PP1N015	-93.22999761	35.3069701
83PP1N016	-93.22377355	35.30765805
83PP1N017	-93.22374046	35.30762204
83PP1N018	-93.22374046	35.30762204
83PP1N019	-93.22526677	35.30665439
83PP1N020	-93.22203847	35.30872525
83PP1N021	-92.85013905	35.70346006
83PP1N022	-92.84936639	35.70286401
83PP1N023	-92.90609927	35.63383769
83PP1N024	-92.96635394	35.40644226
83PP1N025	-92.87108067	35.63156921
83PP1N026	-92.99976844	35.50376486
83PP1N027	-93.04603409	35.51882295
83PP1N028	-92.93321538	35.64500015
83PP1N029	-93.0114748	35.47561415
83PP1N030	-93.15282603	35.37915546
83PP1N031	-92.97270729	35.47588211
83PP1N032	-93.13286922	35.401622
83PP1N033	-92.9108686	35.6554538
83PP1N034	-93.19219021	35.35316672
83PP1N035	-93.23410067	35.39853777
83PP1N036	-93.19219021	35.35316672
83PP1N037	-93.2167697	35.43235606
83PP1N038	-93.21526853	35.43127673
83PP1N039	-93.15389646	35.44998116
83PP1N040	-92.92554415	35.2919452
83PP1N041	-93.09544193	35.62030271
83PP1N042	-93.26929877	35.4456853
83PP1N043	-93.26655313	35.44508727
83PP1N044	-93.18994783	35.40137441
83PP1N045	-93.05223592	35.62647845
83PP1N046	-93.05226959	35.62730795
83PP1N047	-93.0328798	35.526266
83PP1N048	-93.0622694	35.43430186
83PP1N049	-93.19795265	35.28800097
83PP1N050	-93.14931634	35.24878358
83PP1N051	-93.15380618	35.48359566
83PP1N052	-93.19654037	35.32247514
83PP1N053	-93.1701494	35.33960225
83PP1N054	-93.16803922	35.34088561
83PP1N055	-93.29494263	35.34981277
83PP1N056	-93.29494263	35.34981277
83PP1P001	nan	nan
83PP1P002	-93.06652009	35.55230119
83PP2N082	-92.86365165	35.31596661
83PP2N083	-93.01763547	35.21729654
83PP2N084	-93.08081578	35.31723376
83PP2N088	-93.10225945	35.65827454
83PP2N090	-93.03420315	35.44767595
83PP2N091	-93.12853125	35.54773371
83PP3N094	-93.13707732	35.30464047
83PP3N098	-93.25012662	35.31384614
83PR2N001	-91.47037931	34.97711708
83PR2N002	-91.51694942	34.47868847
83PR2N003	-91.52300941	35.03350817
83PR2N004	-91.5226524	35.03628988
83PR2N005	-91.56169554	34.5956432
83PR2N006	-91.87292498	35.05888572
83PR2N007	-91.56627182	34.82865689
83PR2N008	-91.39802782	34.84579851
83PR2N009	-91.41374557	34.8468521
83PR2N010	-91.39026527	34.84566895
83PR2N011	-91.51046898	34.98999511
83PU2N001	-92.52583257	34.9405596
83PU2N002	-92.16668942	34.94039432
83PU3N006	-92.39027028	34.6397057
83PU3N008	-92.23122733	34.79150147
83PU3N009	-92.22891511	34.79095482
83PU3N010	-92.51976558	34.81833047
83PU3N011	-92.1674796	34.81651119
83PU3N012	-92.37577891	34.88670574
83PU3N013	-92.23021067	34.82560802
83PU3N014	-92.14118143	34.85251496
83PU3N015	-92.43286032	34.74463424
83PU3N016	-92.17237549	34.88776348
83PU4N017	-92.28556399	34.84469293
83PU4N018	nan	nan
83PU5N019	-92.48373271	34.78738779
83PU5N020	-92.45524279	34.82144931
83PU5N021	-92.37789975	34.88844796
83PU5N022	-92.54828743	34.7472813
83PU5N023	-92.42400539	34.76279931
83PU5N024	-92.42151208	34.89755452
83RA2N001	-90.31854943	36.33497158
83RA2N002	-91.0740521	36.24432314
83RA2N003	-91.04972979	36.25135649
83RA2N004	-91.16782084	36.2136248
83RA3N005	-91.01929742	36.28332439
83RA3N006	-91.11299722	36.23841779
83RA3N007	-91.22009986	36.40626249
83RA3N008	-91.19785638	36.41722334
83RA3N009	-90.90843537	36.43933625
83RA4N010	-90.90999568	36.31070369
83RA5P011	nan	nan
83SA2N001	-92.6762851	34.64664388
83SA3N002	-92.65023148	34.47118918
83SA3N003	-92.66238512	34.60848737
83SA3N004	-92.58712216	34.62054733
83SA3N005	-92.36487397	34.60479441
83SA3N006	-92.59674296	34.75797508
83SA3N007	-92.325722	34.55329986
83SA3N008	-92.77026752	34.69491356
83SA3N009	-92.58501278	34.73514785
83SA3N010	nan	nan
83SA3N011	-92.68179018	34.5193421
83SA3N012	-92.53090614	34.68529968
83SB2N001	-94.26541265	35.31702285
83SB2N002	-94.30070032	35.3176131
83SB2N003	-94.35808314	35.32644905
83SB2N004	-94.06306883	35.17389502
83SB2N005	-94.16613385	35.1396754
83SB2N006	-94.35728271	35.1947764
83SB2N007	-94.27061569	35.09490374
83SB2N008	-94.20638542	35.2451979
83SB2N009	-94.3602044	35.25863274
83SB2N010	-94.36734624	35.10963005
83SB2N019	-94.35046507	35.40610113
83SB2P017	-94.14149878	35.31280138
83SB3N011	-94.12513875	35.31417194
83SB3N014	-94.38354485	35.27953801
83SB3N015	-94.11423316	35.36674817
83SB3N016	-94.30271167	35.30515811
83SB3N018	-94.25405093	35.05480813
83SB4N019	-94.29011032	35.33236887
83SB4N020	-94.32655661	35.26537182
83SC3N001	-94.21140739	35.07261662
83SC3N002	-94.17972049	34.70659782
83SC4N003	-93.96040207	34.91710262
83SE1N001	-92.91842569	36.08716973
83SE1N002	-92.63771605	35.89521526
83SE1N003	-92.57630221	35.82953056
83SE1N004	-92.81773601	35.8503895
83SE1N005	-92.4403464	35.83872976
83SE1N006	-92.54059337	35.87233393
83SE1N007	-92.60501078	35.84513606
83SE1N008	-92.60466715	35.84520706
83SE1N009	-92.74624211	35.96749553
83SE1N010	-92.86979699	35.76912184
83SE1N011	-92.87811903	35.81096597
83SE1N012	-92.87160188	35.83003748
83SE2N014	-92.75971672	35.82472666
83SE2N019	-92.83498936	35.9521609
83SE2N021	-92.69952022	35.9108934
83SE2N023	-92.51947013	35.91060539
83SE2N026	-92.64907377	35.9930092
83SE2N028	-92.89712535	35.98162237
83SE2N030	-92.86812221	36.07879432
83SE2N034	-92.80580286	36.01147828
83SE2N036	-92.47038139	35.9692548
83SE2N040	-92.55260231	36.01967265
83SE2N042	-92.52025463	35.99352792
83SE2N043	-92.928889	35.92659363
83SE2N044	-92.9033102	35.85817059
83SE2N045	-92.58659064	35.87375426
83SE2N046	-92.630877	35.85510897
83SE2N047	-92.55517608	35.86949466
83SE2N048	nan	nan
83SE2N049	-92.57337911	36.02355304
83SE3N050	-92.65619531	35.74450129
83SE3N051	-92.65619531	35.74450129
83SE3N052	-92.6122336	35.94454337
83SF2N001	-90.76661966	35.13415923
83SF2N002	-90.81143889	35.12014761
83SF2N003	-90.58040099	34.9776949
83SF2N004	-90.57054171	34.94921884
83SF2N005	-90.7199977	35.03587593
83SF2N006	-91.11198304	34.94294219
83SF3N007	-90.76416893	35.13388865
83SF3N008	-90.87862697	34.99493102
83SF3N009	-90.7788943	35.0866597
83SF4N010	-90.88171476	35.06802673
83SH2N001	-91.60896307	36.13286225
83SH2N002	-91.51049141	35.97851453
83SH2N004	-91.51028845	36.27091668
83SH2N005	-91.3756901	36.27454562
83SH3N006	-91.42550984	35.93613179
83SH3N007	-91.30500467	36.27267202
83SH3N008	-91.32178607	36.27452232
83SH3N009	-91.46226428	36.26234886
83SH3N010	-91.40480411	36.20327215
83SH3N011	-91.40893287	36.35289526
83SH3N012	-91.51601028	36.03972258
83SH3N013	-91.58210657	36.06527778
83SH3N014	-91.55558327	36.26021307
83SH3N015	-91.6205022	36.16945204
83SH3N016	-91.49541367	36.05464695
83SH3N017	-91.5891907	35.94696629
83SH3N018	nan	nan
83ST1N001	-92.23812454	35.99152696
83ST1N002	-92.38197722	35.94487695
83ST2N003	-92.15667507	35.85984796
83ST2N004	-92.25666551	35.99356363
83ST2N005	-92.10497388	35.95933219
83ST2N006	-92.19548402	35.95831421
83ST3N007	-91.99441794	35.92142964
83ST3N008	-92.38549202	35.94486795
83ST3N009	-92.24620961	35.8246949
83ST3N010	-92.24976862	35.82765637
83ST3N011	-92.25568867	35.82797267
83ST3N012	-92.25568602	35.82232866
83ST3N013	-92.26074942	35.8266425
83ST3N014	-92.26607889	35.82977665
83ST3N015	-92.27289242	35.83169339
83ST4N016	-92.11736825	36.00545783
83ST4N017	-92.01324864	35.90989259
83ST5N018	-92.12774931	35.8585415
83SV3N004	-94.0886011	33.95689175
83SV3N005	-94.09361131	33.95684733
83SV3N006	-94.19947918	33.89692668
83SV3N007	-94.02493552	33.85502419
83SV3N008	-94.12560483	34.00959544
83SV3N009	-94.09244054	33.94822715
83SV3N010	-94.07229486	33.87424558
83SV3N011	-94.08863437	33.95695458
83SV3U001	-94.07433699	33.7955409
83SV3U002	-94.3516067	33.9174277
83SV3U003	-94.07536032	33.80481212
83UN3N001	-92.64466154	33.12084384
83UN3N002	-92.66360984	33.18639132
83UN3N003	-92.66954709	33.29347427
83UN3N004	nan	nan
83UN3N005	-92.94806735	33.22465618
83UN3N006	-92.69974158	33.35836757
83UN3U007	-92.45210368	33.04069698
83UN5N009	-92.16083102	33.00997046
83UN5N010	-92.16083102	33.00997046
83UN5N011	-92.11417884	33.01614243
83UN5N012	-92.18695447	33.12276598
83UN5N013	-92.17413011	33.13007788
83UN5N014	-92.16519616	33.11804905
83UN5N015	-92.19515366	33.12405493
83UN5N017	-92.15321011	33.13506971
83UN5N018	-92.19316346	33.11193743
83UN5N019	-92.18459428	33.1438479
83UN5N020	-92.17096599	33.10401663
83UN5N021	-92.16193493	33.11269645
83UN5N022	-92.18427262	33.1334189
83UN5N023	-92.18427262	33.1334189
83UN5N024	-92.17697179	33.13343402
83UN5N025	-92.17122479	33.10384698
83UN5N026	-92.17101012	33.10388163
83UN5N027	-92.19380185	33.10658376
83UN5N028	-92.19372312	33.10581656
83UN5N029	-92.19388642	33.105538
83UN5N030	-92.18536415	33.09879888
83UN5N031	-92.18256623	33.11163385
83UN5N032	-92.19238538	33.13254271
83UN5N033	-92.18712509	33.13798353
83UN5N034	-92.16963396	33.11232406
83UN5N035	-92.19286412	33.11302689
83UN5N036	-92.15717543	33.14642544
83UN5N037	-92.15717543	33.14642544
83UN5N038	-92.14686837	33.14453328
83UN5N039	-92.17925858	33.14344305
83UN5N040	-92.18979935	33.13630523
83UN5N041	-92.19677159	33.13001846
83UN5N042	-92.19677159	33.13001846
83UN5N043	-92.19677159	33.13001846
83UN5N044	-92.19465105	33.11335414
83UN5N045	-92.19498023	33.11721677
83UN5N046	-92.19498023	33.11721677
83UN5N047	-92.18323331	33.13798513
83UN5N048	-92.19704843	33.1396444
83UN5N049	-92.20709683	33.14055662
83UN5N050	-92.13813786	33.14154176
83UN5N051	-92.13813786	33.14154176
83UN5P008	nan	nan
83VB1N001	-92.53247909	35.75432657
83VB1N002	-92.38562979	35.71300323
83VB1N003	-92.78096298	35.6304202
83VB1N004	-92.80490636	35.67135998
83VB2N005	-92.2978565	35.374498
83VB2N006	-92.29614043	35.37561509
83VB2N007	-92.51567694	35.5806144
83VB2N010	-92.39158882	35.44445264
83VB2N011	-92.3994798	35.38037466
83VB2N013	-92.25460575	35.46626196
83VB2N015	-92.69478708	35.60406688
83VB2N016	-92.41665158	35.51825974
83VB2N017	-92.44769731	35.76218092
83VB2N019	-92.34977084	35.44073622
83VB2N021	-92.55394699	35.59574747
83VB2N022	-92.68478553	35.66287347
83VB2N023	-92.76615252	35.52803647
83VB2N024	-92.33923183	35.59352625
83VB2N026	-92.41841679	35.47380767
83VB2N027	-92.41734963	35.60927514
83VB2N033	-92.30505212	35.7125559
83VB2N034	-92.30284127	35.66427039
83VB3N032	-92.38506439	35.57915325
83VB5N035	-92.27022279	35.54062589
83VB5P036	nan	nan
83WA1N001	-94.0191541	36.09683769
83WA1N002	-94.24055849	35.97542421
83WA1N003	-94.20249637	36.13613885
83WA1N004	-94.14504289	36.1517663
83WA1N005	-94.29221639	36.17740361
83WA1N006	-94.15706447	36.05818996
83WA2N007	-94.39192044	36.05193349
83WA2N008	-94.41414022	35.96962723
83WA2N009	-93.98128676	36.08711967
83WA2N010	-94.22514126	35.97610553
83WA2N011	-94.04795031	36.05104366
83WA2N013	-94.05606581	35.95786077
83WA2N015	-94.16554159	36.00132034
83WA2N016	-94.3913702	35.92145483
83WA2N017	-94.05938524	36.12883563
83WA3N018	-93.84403439	36.42847296
83WA3N021	-94.49123252	36.00351877
83WA3N023	-94.28936322	35.97157398
83WD2N001	-91.23500224	35.21151766
83WD2N002	-91.14527285	35.01704246
83WD2N003	-91.28504033	35.28509293
83WD3N004	-91.25477836	35.13846119
83WD3N005	-91.31534087	35.15393326
83WD3N006	-91.25257386	35.27217759
83WD3N007	-91.23730757	35.17753499
83WD3N008	-91.24185564	35.18865439
83WD3N009	-91.28430702	35.22496583
83WD4N010	-91.3738215	35.13285969
83WD4N011	-91.4455394	35.07182397
83WD5N012	-91.23293152	35.30390651
83WH2N001	-91.7456894	35.25626056
83WH2N002	-92.07541398	35.18491369
83WH2N004	-91.57615694	35.3065964
83WH2N005	-91.97395619	35.31729857
83WH2N007	-91.46342591	35.39809748
83WH2N008	-91.68230575	35.25983352
83WH2N010	-91.66081675	35.22364977
83WH2N011	-91.5979776	35.29708697
83WH3N012	-91.48322455	35.23195002
83WI054735	nan	nan
83WI059854	nan	nan
83WI094983	nan	nan
83WI099025	nan	nan
83WI102137	nan	nan
83WI103121	nan	nan
83WI103542	nan	nan
83WI105248	nan	nan
83WI106113	nan	nan
83WI110039	nan	nan
83WI118112	nan	nan
83WI119757	nan	nan
83WI120200	nan	nan
83WI124689	nan	nan
83WI131235	nan	nan
83WI133286	nan	nan
83WI141588	nan	nan
83WI142049	nan	nan
83WI148617	nan	nan
83WI151519	nan	nan
83WI154714	nan	nan
83WI159298	nan	nan
83WI159364	nan	nan
83WI168197	nan	nan
83WI170470	nan	nan
83WI174294	nan	nan
83WI213860	nan	nan
83WI221010	nan	nan
83WI224365	nan	nan
83XX4N001	nan	nan
83XX4N002	nan	nan
83XX4N003	nan	nan
83XX4N004	nan	nan
83XX5N001	nan	nan
83XX5N002	nan	nan
83XX5N003	nan	nan
83XX5N004	nan	nan
83YE1N001	-93.19863302	35.26488024
83YE1N003	-93.18950458	35.25877231
83YE1N004	-93.18950458	35.25877231
83YE1N005	-93.18950458	35.25877231
83YE1N006	-93.19424391	35.25926073
83YE1N007	-93.19424391	35.25926073
83YE1N008	-93.19424391	35.25926073
83YE1N009	-93.18950458	35.25877231
83YE1N010	-93.20297653	35.26519764
83YE1N012	-93.1139045	35.09460126
83YE1N013	-93.5762693	34.85724797
83YE1N014	-93.18831136	34.98915869
83YE1N015	-93.21200842	35.01756055
83YE1N016	-93.31645493	35.02585457
83YE1N017	-93.21265253	35.24033907
83YE1N018	-93.45451732	35.16929445
83YE1N019	-93.25517258	35.24966167
83YE1N020	-93.27478607	35.26697649
83YE2N021	-93.25709142	35.22028003
83YE2N022	-93.25379565	35.22402907
83YE2N023	-93.25379565	35.22402907
83YE2N040	-93.463522	34.78822229
83YE2N041	-93.53004742	35.00160155
83YE2N043	-93.53289984	34.91071199
83YE2N044	-93.61432939	34.83536559
83YE2N046	-93.38902285	34.94455925
83YE2N047	-93.3462849	34.93006225
83YE2N048	-93.41795286	34.90507485
83YE2N049	-93.28937798	34.92914704
83YE2N051	-93.41119393	35.00271158
83YE2N053	-93.22002761	35.15893735
83YE4N055	-93.19395849	35.04198275
83YE5N056	-93.18745468	35.05550998
